date,n_sku,demand
2016-01-01,1,5064.78
2016-01-01,2,37562.42
2016-01-01,3,23636.02
2016-01-01,4,2323.36
2016-01-01,5,972.63
2016-01-02,1,4862.1888
2016-01-02,2,39440.541
2016-01-02,3,24345.1006
2016-01-02,4,2300.1264
2016-01-02,5,953.1774
2016-01-03,1,4910.810688
2016-01-03,2,40229.35182
2016-01-03,3,23858.19859
2016-01-03,4,2254.123872
2016-01-03,5,991.304496
2016-01-04,1,5058.135009
2016-01-04,2,39022.47127
2016-01-04,3,24573.94455
2016-01-04,4,2141.417678
2016-01-04,5,1030.956676
2016-01-05,1,5159.297709
2016-01-05,2,39802.92069
2016-01-05,3,25556.90233
2016-01-05,4,2034.346794
2016-01-05,5,1041.266243
2016-01-06,1,5210.890686
2016-01-06,2,38608.83307
2016-01-06,3,26068.04037
2016-01-06,4,1973.316391
2016-01-06,5,1062.091567
2016-01-07,1,5315.1085
2016-01-07,2,37450.56808
2016-01-07,3,25285.99916
2016-01-07,4,2032.515882
2016-01-07,5,1104.57523
2016-01-08,1,5527.71284
2016-01-08,2,36327.05104
2016-01-08,3,25033.13917
2016-01-08,4,2052.841041
2016-01-08,5,1159.803992
2016-01-09,1,5638.267096
2016-01-09,2,37780.13308
2016-01-09,3,24282.145
2016-01-09,4,2114.426272
2016-01-09,5,1217.794191
2016-01-10,1,5525.501754
2016-01-10,2,38913.53707
2016-01-10,3,23310.8592
2016-01-10,4,2093.28201
2016-01-10,5,1156.904482
2016-01-11,1,5359.736702
2016-01-11,2,39691.80781
2016-01-11,3,24010.18497
2016-01-11,4,2135.14765
2016-01-11,5,1168.473526
2016-01-12,1,5574.12617
2016-01-12,2,40485.64397
2016-01-12,3,23529.98127
2016-01-12,4,2092.444697
2016-01-12,5,1145.104056
2016-01-13,1,5629.867432
2016-01-13,2,38461.36177
2016-01-13,3,24706.48034
2016-01-13,4,2008.746909
2016-01-13,5,1122.201975
2016-01-14,1,5686.166106
2016-01-14,2,36538.29368
2016-01-14,3,25694.73955
2016-01-14,4,1968.571971
2016-01-14,5,1155.868034
2016-01-15,1,5743.027767
2016-01-15,2,35442.14487
2016-01-15,3,26208.63434
2016-01-15,4,2007.94341
2016-01-15,5,1190.544075
2016-01-16,1,5685.597489
2016-01-16,2,36859.83066
2016-01-16,3,26994.89337
2016-01-16,4,2068.181713
2016-01-16,5,1154.827753
2016-01-17,1,5856.165414
2016-01-17,2,37228.42897
2016-01-17,3,26724.94444
2016-01-17,4,2006.136261
2016-01-17,5,1189.472585
2016-01-18,1,5680.480452
2016-01-18,2,35739.29181
2016-01-18,3,26992.19388
2016-01-18,4,1905.829448
2016-01-18,5,1237.051489
2016-01-19,1,5907.69967
2016-01-19,2,36811.47057
2016-01-19,3,27801.9597
2016-01-19,4,1829.59627
2016-01-19,5,1187.569429
2016-01-20,1,6084.93066
2016-01-20,2,37915.81468
2016-01-20,3,28636.01849
2016-01-20,4,1866.188196
2016-01-20,5,1199.445124
2016-01-21,1,5902.38274
2016-01-21,2,36778.34024
2016-01-21,3,29781.45923
2016-01-21,4,1884.850078
2016-01-21,5,1175.456221
2016-01-22,1,6079.454222
2016-01-22,2,37881.69045
2016-01-22,3,28888.01545
2016-01-22,4,1866.001577
2016-01-22,5,1151.947097
2016-01-23,1,6140.248764
2016-01-23,2,39018.14116
2016-01-23,3,29754.65592
2016-01-23,4,1884.661593
2016-01-23,5,1140.427626
2016-01-24,1,6324.456227
2016-01-24,2,39798.50399
2016-01-24,3,30349.74903
2016-01-24,4,1846.968361
2016-01-24,5,1163.236178
2016-01-25,1,6261.211665
2016-01-25,2,40196.48903
2016-01-25,3,28832.26158
2016-01-25,4,1828.498677
2016-01-25,5,1186.500902
2016-01-26,1,6198.599548
2016-01-26,2,38990.59436
2016-01-26,3,29697.22943
2016-01-26,4,1846.783664
2016-01-26,5,1222.095929
2016-01-27,1,6074.627557
2016-01-27,2,40160.31219
2016-01-27,3,30291.17402
2016-01-27,4,1791.380154
2016-01-27,5,1173.212092
2016-01-28,1,5953.135006
2016-01-28,2,39758.70907
2016-01-28,3,30896.9975
2016-01-28,4,1827.207757
2016-01-28,5,1161.479971
2016-01-29,1,6012.666356
2016-01-29,2,38963.53488
2016-01-29,3,31514.93745
2016-01-29,4,1772.391524
2016-01-29,5,1126.635572
2016-01-30,1,6072.79302
2016-01-30,2,37794.62884
2016-01-30,3,31199.78807
2016-01-30,4,1790.11544
2016-01-30,5,1104.10286
2016-01-31,1,6376.432671
2016-01-31,2,36660.78997
2016-01-31,3,30887.79019
2016-01-31,4,1772.214285
2016-01-31,5,1137.225946
2016-02-01,1,6185.139691
2016-02-01,2,38493.82947
2016-02-01,3,31196.66809
2016-02-01,4,1807.658571
2016-02-01,5,1103.109168
2016-02-02,1,6123.288294
2016-02-02,2,39648.64435
2016-02-02,3,31820.60146
2016-02-02,4,1771.505399
2016-02-02,5,1147.233534
2016-02-03,1,6306.986943
2016-02-03,2,39252.15791
2016-02-03,3,32457.01349
2016-02-03,4,1806.935507
2016-02-03,5,1193.122876
2016-02-04,1,6559.26642
2016-02-04,2,37289.55002
2016-02-04,3,31807.87322
2016-02-04,4,1879.212928
2016-02-04,5,1133.466732
2016-02-05,1,6493.673756
2016-02-05,2,38035.34102
2016-02-05,3,30853.63702
2016-02-05,4,1954.381445
2016-02-05,5,1178.805401
2016-02-06,1,6623.547231
2016-02-06,2,36513.92738
2016-02-06,3,31779.24613
2016-02-06,4,1895.750002
2016-02-06,5,1225.957617
2016-02-07,1,6424.840814
2016-02-07,2,36879.06665
2016-02-07,3,32097.03859
2016-02-07,4,1819.920001
2016-02-07,5,1213.698041
2016-02-08,1,6232.09559
2016-02-08,2,35772.69465
2016-02-08,3,30813.15705
2016-02-08,4,1783.521601
2016-02-08,5,1262.245963
2016-02-09,1,6169.774634
2016-02-09,2,35414.9677
2016-02-09,3,29272.4992
2016-02-09,4,1765.686385
2016-02-09,5,1312.735801
2016-02-10,1,6416.565619
2016-02-10,2,35769.11738
2016-02-10,3,28979.7742
2016-02-10,4,1801.000113
2016-02-10,5,1299.608443
2016-02-11,1,6737.3939
2016-02-11,2,35411.42621
2016-02-11,3,28110.38098
2016-02-11,4,1837.020115
2016-02-11,5,1312.604528
2016-02-12,1,6872.141778
2016-02-12,2,34703.19768
2016-02-12,3,28672.5886
2016-02-12,4,1763.539311
2016-02-12,5,1338.856618
2016-02-13,1,6803.420361
2016-02-13,2,36091.32559
2016-02-13,3,28959.31448
2016-02-13,4,1781.174704
2016-02-13,5,1405.799449
2016-02-14,1,6667.351953
2016-02-14,2,36813.1521
2016-02-14,3,27800.9419
2016-02-14,4,1798.986451
2016-02-14,5,1419.857444
2016-02-15,1,6734.025473
2016-02-15,2,35340.62602
2016-02-15,3,26966.91365
2016-02-15,4,1870.945909
2016-02-15,5,1434.056018
2016-02-16,1,6868.705982
2016-02-16,2,36047.43854
2016-02-16,3,27506.25192
2016-02-16,4,1852.23645
2016-02-16,5,1491.418259
2016-02-17,1,7143.454222
2016-02-17,2,36768.38731
2016-02-17,3,27231.1894
2016-02-17,4,1759.624627
2016-02-17,5,1536.160807
2016-02-18,1,7214.888764
2016-02-18,2,35665.33569
2016-02-18,3,26958.87751
2016-02-18,4,1671.643396
2016-02-18,5,1551.522415
2016-02-19,1,6998.442101
2016-02-19,2,37448.60247
2016-02-19,3,28037.23261
2016-02-19,4,1705.076264
2016-02-19,5,1504.976742
2016-02-20,1,7208.395364
2016-02-20,2,37074.11645
2016-02-20,3,28317.60493
2016-02-20,4,1756.228552
2016-02-20,5,1489.926975
2016-02-21,1,7424.647225
2016-02-21,2,37444.85761
2016-02-21,3,29167.13308
2016-02-21,4,1808.915408
2016-02-21,5,1534.624784
2016-02-22,1,7647.386642
2016-02-22,2,37070.40904
2016-02-22,3,29458.80441
2016-02-22,4,1827.004562
2016-02-22,5,1565.31728
2016-02-23,1,7723.860508
2016-02-23,2,35216.88859
2016-02-23,3,29753.39246
2016-02-23,4,1863.544654
2016-02-23,5,1612.276798
2016-02-24,1,7337.667483
2016-02-24,2,34864.7197
2016-02-24,3,29455.85853
2016-02-24,4,1770.367421
2016-02-24,5,1676.76787
2016-02-25,1,7631.174182
2016-02-25,2,34516.0725
2016-02-25,3,29750.41712
2016-02-25,4,1805.774769
2016-02-25,5,1693.535549
2016-02-26,1,7707.485924
2016-02-26,2,34170.91178
2016-02-26,3,30940.4338
2016-02-26,4,1751.601526
2016-02-26,5,1642.729482
2016-02-27,1,7630.411065
2016-02-27,2,33487.49354
2016-02-27,3,29702.81645
2016-02-27,4,1786.633557
2016-02-27,5,1675.584072
2016-02-28,1,7401.498733
2016-02-28,2,33822.36848
2016-02-28,3,28217.67563
2016-02-28,4,1750.900886
2016-02-28,5,1658.828231
2016-02-29,1,7179.453771
2016-02-29,2,33484.14479
2016-02-29,3,27935.49887
2016-02-29,4,1820.936921
2016-02-29,5,1625.651667
2016-03-01,1,6892.27562
2016-03-01,2,33818.98624
2016-03-01,3,27656.14388
2016-03-01,4,1875.565029
2016-03-01,5,1658.1647
2016-03-02,1,7030.121132
2016-03-02,2,34157.1761
2016-03-02,3,28209.26676
2016-03-02,4,1856.809379
2016-03-02,5,1724.491288
2016-03-03,1,6959.819921
2016-03-03,2,35181.89139
2016-03-03,3,27362.98876
2016-03-03,4,1875.377472
2016-03-03,5,1810.715852
2016-03-04,1,7099.016319
2016-03-04,2,33422.79682
2016-03-04,3,27636.61864
2016-03-04,4,1800.362373
2016-03-04,5,1865.037328
2016-03-05,1,6815.055667
2016-03-05,2,32085.88494
2016-03-05,3,27360.25246
2016-03-05,4,1818.365997
2016-03-05,5,1920.988448
2016-03-06,1,7087.657893
2016-03-06,2,30481.5907
2016-03-06,3,26539.44488
2016-03-06,4,1836.549657
2016-03-06,5,1863.358794
2016-03-07,1,7016.781314
2016-03-07,2,29567.14298
2016-03-07,3,26008.65599
2016-03-07,4,1799.818664
2016-03-07,5,1826.091618
2016-03-08,1,6876.445688
2016-03-08,2,28088.78583
2016-03-08,3,25228.39631
2016-03-08,4,1781.820477
2016-03-08,5,1807.830702
2016-03-09,1,7220.267972
2016-03-09,2,28650.56154
2016-03-09,3,24976.11234
2016-03-09,4,1764.002273
